Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CRK,144.8,500,5250.0,5250.0,0.4,10.5,XOP
2,TPL,128.1,6,4485.0,9735.0,29.8,747.5,XOP
3,AR,105.2,222,7237.2,16972.2,0.9,32.6,XOP
4,TRGP,63.5,80,10600.0,27572.2,2.5,132.5,XLE
5,SBOW,53.3,285,10887.0,38459.2,0.7,38.2,XOP
6,WMB,52.8,285,12112.5,50571.7,0.7,42.5,XLE
7,KMI,43.6,666,13253.4,63825.1,0.3,19.9,XLE
8,CNX,36.1,333,8158.5,71983.6,0.6,24.5,XOP
9,EGY,14.6,1000,6300.0,78283.6,0.2,6.3,XOP
10,CRGY,10.9,666,8125.2,86408.8,0.3,12.2,XOP
11,OKE,7.1,166,13645.2,100054.0,1.2,82.2,XLE
12,MRO,6.0,400,11280.0,111334.0,0.5,28.2,XOP
13,VTS,3.9,400,9640.0,120974.0,0.5,24.1,XOP
14,BKR,3.3,285,9747.0,130721.0,0.7,34.2,XLE
15,FANG,1.3,51,10378.5,141099.5,3.9,203.5,XOP
16,MGY,0.9,400,10160.0,151259.5,0.5,25.4,XOP
17,WKC,0.7,333,8391.6,159651.1,0.6,25.2,XOP
18,STR,-1.7,400,9520.0,169171.1,0.5,23.8,XOP
